
CDT,Max TemperatureF,Mean TemperatureF,Min TemperatureF,Max Dew PointF,MeanDew PointF,Min DewpointF,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressureIn, Mean Sea Level PressureIn, Min Sea Level PressureIn, Max VisibilityMiles, Mean VisibilityMiles, Min VisibilityMiles, Max Wind SpeedMPH, Mean Wind SpeedMPH, Max Gust SpeedMPH,PrecipitationIn, CloudCover, Events, WindDirDegrees<br />
2006-3-2,55,44,32,34,24,18,82,48,24,30.36,30.20,30.01,10,10,10,20,10,25,0.00,0,,354<br />
2006-3-3,50,37,24,26,22,18,77,55,33,30.48,30.40,30.32,10,10,9,9,6,,0.00,1,,57<br />
2006-3-4,48,42,35,40,35,25,100,82,51,30.36,30.26,30.09,10,7,2,18,11,26,0.46,7,Rain,139<br />
2006-3-5,66,54,37,43,35,30,76,56,29,30.25,30.08,29.97,10,10,10,22,10,29,0.01,2,Rain-Thunderstorm,308<br />
2006-3-6,62,45,28,33,30,25,88,58,30,30.29,30.22,30.18,10,10,10,14,4,,0.00,0,,76<br />
2006-3-7,73,55,37,54,42,30,76,59,39,30.18,29.88,29.70,10,10,7,28,15,34,0.02,3,Rain-Thunderstorm,175<br />
2006-3-8,80,63,45,59,48,33,86,67,22,29.72,29.49,29.31,10,9,5,28,12,36,0.00,3,,228<br />
2006-3-9,46,42,39,39,37,34,87,79,66,29.57,29.42,29.34,10,10,6,17,12,23,0.00,7,,358<br />
2006-3-10,59,46,32,40,36,30,96,74,47,29.72,29.63,29.57,10,8,2,21,8,25,0.00,0,,163<br />
2006-3-11,64,54,44,46,38,32,80,54,29,29.94,29.77,29.57,10,10,10,20,11,,0.00,0,,320<br />
2006-3-12,80,60,41,63,43,32,93,74,22,29.89,29.67,29.40,10,7,0,20,10,,0.33,4,Fog-Rain,115<br />
2006-3-13,48,38,25,43,28,18,93,64,33,30.22,29.90,29.53,10,9,4,24,17,32,0.00,5,,326<br />
2006-3-14,59,40,21,25,19,14,85,50,17,30.33,30.25,30.19,10,10,10,15,6,24,0.00,0,,274<br />
2006-3-15,64,46,28,28,23,19,72,42,20,30.25,30.03,29.74,10,10,10,26,11,38,0.00,0,Rain,172<br />
2006-3-16,54,44,34,32,27,24,70,48,31,30.35,30.07,29.73,10,10,10,30,22,38,0.00,2,,328<br />
2006-3-17,42,37,32,30,28,24,76,69,60,30.51,30.40,30.34,10,10,8,15,10,,0.00,6,,70<br />
2006-3-18,45,40,35,33,31,27,87,69,53,30.34,30.26,30.19,10,10,8,20,11,28,0.04,8,Rain,117<br />
2006-3-19,44,40,34,33,31,28,89,75,53,30.22,30.12,30.01,10,9,5,20,13,28,0.25,8,Rain-Snow,117<br />
2006-3-20,37,35,33,36,33,30,96,90,85,29.97,29.78,29.67,10,3,2,28,17,38,0.64,8,Rain-Snow,99<br />
2006-3-21,33,32,30,31,28,24,93,87,75,30.39,30.05,29.79,10,6,1,15,10,22,0.03,8,Snow,39<br />
2006-3-22,36,32,28,24,23,21,82,69,59,30.47,30.43,30.40,10,10,9,13,6,,0.00,8,,12<br />
2006-3-23,45,36,28,26,23,21,81,65,39,30.48,30.45,30.41,10,10,8,20,13,25,0.00,2,,339<br />
2006-3-24,48,34,21,26,22,18,85,65,36,30.41,30.35,30.29,10,10,10,15,10,24,0.00,0,,346<br />
2006-3-25,48,36,24,26,24,21,88,64,39,30.40,30.33,30.25,10,10,6,9,5,,0.00,0,,61<br />
2006-3-26,59,44,28,35,29,22,75,53,39,30.23,30.05,29.88,10,10,10,23,12,31,0.00,1,Rain,146<br />
2006-3-27,48,44,39,43,38,34,100,77,62,30.16,29.97,29.87,10,9,4,28,16,34,0.28,6,Rain-Thunderstorm,270<br />
2006-3-28,57,46,35,39,35,30,87,72,47,30.28,30.21,30.16,10,10,6,15,9,,0.00,4,,355<br />
2006-3-29,72,54,37,46,40,35,89,59,30,30.16,30.00,29.85,10,9,6,26,15,32,0.00,1,,170<br />
2006-3-30,70,64,54,61,55,44,100,77,55,29.83,29.62,29.48,10,9,0,32,20,47,0.30,5,Fog-Rain-Thunderstorm,195<br />
2006-3-31,66,56,46,44,40,36,80,59,39,30.09,29.94,29.74,10,10,10,23,13,29,0.00,0,,305<br />
2006-4-1,75,56,36,54,44,35,97,64,34,30.13,29.96,29.69,10,10,8,18,6,21,0.00,1,Thunderstorm,145<br />
2006-4-2,69,61,52,58,51,29,100,74,23,29.98,29.70,29.56,10,9,1,32,16,41,1.03,5,Rain-Thunderstorm,260<br />
2006-4-3,60,49,39,45,36,28,77,60,33,30.31,30.21,29.98,10,10,8,24,17,33,0.00,4,,360<br />
2006-4-4,64,48,32,35,31,28,92,54,26,30.29,30.18,30.01,10,10,8,13,4,16,0.00,0,,181<br />
2006-4-5,81,64,48,58,47,33,65,53,43,30.00,29.78,29.57,10,10,9,23,12,29,0.00,0,Rain,171<br />
2006-4-6,82,72,61,60,56,32,76,64,34,29.55,29.38,29.24,10,10,9,38,18,44,0.00,0,,194<br />
2006-4-7,66,56,46,48,40,30,86,61,33,29.97,29.48,29.27,10,10,10,26,13,39,0.05,3,Rain,218<br />
2006-4-8,57,46,36,37,30,27,76,57,33,30.28,30.20,30.02,10,10,8,21,11,25,0.00,0,,42<br />
2006-4-9,70,50,30,38,30,26,89,51,22,30.21,30.10,29.99,10,9,6,18,6,23,0.00,0,,183<br />
2006-4-10,80,65,52,47,42,36,59,44,32,29.97,29.89,29.79,10,10,10,25,16,31,0.00,0,,188<br />
2006-4-11,64,63,61,41,41,40,48,44,40,29.80,29.76,29.72,10,10,10,23,21,31,0.00,0,,188<br />
2006-4-12,80,70,59,45,43,42,55,41,27,30.15,30.14,30.13,10,8,4,7,5,,0.00,0,,135<br />
2006-4-13,93,75,57,62,53,43,68,50,24,30.14,29.94,29.78,10,10,7,26,10,33,0.00,0,,201<br />
2006-4-14,90,78,66,59,55,50,68,50,27,29.79,29.68,29.61,10,10,5,23,12,31,0.00,0,,232<br />
2006-4-15,82,72,61,67,57,44,83,61,37,29.65,29.43,29.21,10,8,1,31,11,41,0.38,1,Rain,192<br />
2006-4-16,79,68,57,55,51,46,81,56,42,29.73,29.52,29.33,10,10,10,23,14,30,0.00,0,,306<br />
2006-4-17,75,63,51,57,53,49,100,75,50,29.82,29.74,29.66,10,8,2,18,7,25,0.00,2,,93<br />
2006-4-18,84,68,55,64,50,29,90,60,32,29.90,29.63,29.51,10,9,5,28,16,37,0.00,0,,252<br />
2006-4-19,71,54,36,34,28,22,79,38,17,30.03,29.96,29.90,10,10,10,18,11,22,0.00,0,,281<br />
2006-4-20,71,57,43,40,35,31,65,47,29,30.04,29.98,29.93,10,10,10,13,7,22,0.00,0,,317<br />
2006-4-21,78,58,39,46,40,37,93,53,24,30.02,29.96,29.89,10,10,1,12,3,20,0.00,0,,275<br />
2006-4-22,81,64,46,50,46,42,83,52,31,29.96,29.93,29.88,10,10,8,12,4,,0.00,1,,79<br />
2006-4-23,82,68,55,61,56,47,88,64,47,29.92,29.84,29.66,10,10,9,28,10,37,0.01,2,Rain-Thunderstorm,120<br />
