
CDT,Max TemperatureF,Mean TemperatureF,Min TemperatureF,Max Dew PointF,MeanDew PointF,Min DewpointF,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressureIn, Mean Sea Level PressureIn, Min Sea Level PressureIn, Max VisibilityMiles, Mean VisibilityMiles, Min VisibilityMiles, Max Wind SpeedMPH, Mean Wind SpeedMPH, Max Gust SpeedMPH,PrecipitationIn, CloudCover, Events, WindDirDegrees<br />
2009-3-2,30,21,11,11,7,1,67,55,42,30.62,30.57,30.53,10,10,10,12,7,17,0.00,1,,84<br />
2009-3-3,30,23,16,17,12,10,80,62,43,30.56,30.43,30.29,10,10,10,18,10,24,0.00,2,,132<br />
2009-3-4,48,34,21,28,22,16,79,62,41,30.28,30.13,29.94,10,10,10,14,9,21,0.00,0,,136<br />
2009-3-5,71,53,34,51,42,29,93,71,49,29.91,29.71,29.59,10,9,6,23,10,30,0.00,0,,167<br />
2009-3-6,60,49,37,43,37,35,100,72,44,30.04,29.94,29.73,10,9,5,18,8,24,0.00,0,,336<br />
2009-3-7,47,44,40,43,40,34,96,81,65,29.98,29.91,29.86,10,5,2,17,10,22,1.23,8,Rain-Thunderstorm,41<br />
2009-3-8,44,39,34,43,39,32,100,93,85,30.10,29.73,29.48,10,6,2,23,9,32,1.68,8,Rain-Thunderstorm,61<br />
2009-3-9,41,38,34,40,35,30,100,91,82,30.20,30.07,29.93,10,7,2,18,9,23,0.69,8,Rain-Thunderstorm,110<br />
2009-3-10,53,37,18,52,39,10,100,93,68,30.10,29.77,29.62,10,6,0,33,10,46,0.38,8,Fog-Rain,320<br />
2009-3-11,26,19,12,11,7,3,73,62,50,30.76,30.52,30.15,10,10,10,30,16,37,0.00,3,,304<br />
2009-3-12,28,19,9,15,6,1,74,58,42,30.79,30.69,30.56,10,10,10,13,6,16,0.00,0,,51<br />
2009-3-13,39,30,21,23,19,16,81,63,44,30.56,30.43,30.31,10,10,9,10,4,16,0.00,5,,171<br />
2009-3-14,50,35,19,28,23,17,92,66,39,30.29,30.18,30.09,10,9,7,10,2,14,0.00,0,,141<br />
2009-3-15,59,43,26,36,31,23,92,66,39,30.10,30.08,30.03,10,9,6,15,4,18,0.00,3,,137<br />
2009-3-16,68,50,32,45,39,30,96,68,39,30.16,30.12,30.08,10,8,2,18,5,21,0.00,1,,167<br />
