
PDT,Max TemperatureF,Mean TemperatureF,Min TemperatureF,Max Dew PointF,MeanDew PointF,Min DewpointF,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressureIn, Mean Sea Level PressureIn, Min Sea Level PressureIn, Max VisibilityMiles, Mean VisibilityMiles, Min VisibilityMiles, Max Wind SpeedMPH, Mean Wind SpeedMPH, Max Gust SpeedMPH,PrecipitationIn, CloudCover, Events, WindDirDegrees<br />
2005-3-2,37,30,24,32,26,19,93,85,75,30.14,30.04,29.98,10,9,0,13,6,,0.00,4,Fog-Snow,205<br />
2005-3-3,46,38,28,30,28,25,92,76,50,30.16,30.11,30.06,10,9,5,9,2,,0.00,3,,109<br />
2005-3-4,45,33,21,29,24,19,89,75,52,30.23,30.15,30.09,10,10,8,12,5,,0.00,0,,61<br />
2005-3-5,48,34,21,28,24,19,92,73,39,30.34,30.28,30.22,10,10,7,12,2,,0.00,0,,75<br />
2005-3-6,48,34,19,30,25,18,92,73,44,30.39,30.33,30.26,10,10,8,8,4,,0.00,0,,165<br />
2005-3-7,55,40,24,34,29,21,89,72,43,30.39,30.32,30.27,10,9,6,12,4,,0.00,0,,239<br />
2005-3-8,57,42,26,35,30,24,92,70,37,30.40,30.35,30.31,10,10,9,8,2,,0.00,0,,206<br />
2005-3-9,61,44,27,37,31,24,92,69,35,30.45,30.33,30.24,10,10,8,9,4,,0.00,0,,94<br />
2005-3-10,60,45,30,33,29,27,92,60,31,30.34,30.29,30.24,10,10,8,12,5,,0.00,1,,70<br />
2005-3-11,59,43,27,32,29,25,92,65,33,30.39,30.28,30.16,10,10,8,9,4,,0.00,0,,78<br />
2005-3-12,62,44,27,32,27,14,92,56,31,30.15,30.07,29.98,10,10,9,16,6,21,0.00,0,,272<br />
2005-3-13,46,36,26,23,17,11,81,50,25,30.21,30.14,30.07,10,10,10,16,6,26,0.00,1,,356<br />
2005-3-14,45,33,21,22,16,11,85,58,26,30.29,30.20,30.14,10,10,9,13,2,18,0.00,0,,321<br />
2005-3-15,48,34,21,25,19,13,89,58,24,30.15,30.08,30.03,10,10,10,15,4,25,0.00,2,,241<br />
2005-3-16,51,39,27,25,21,17,82,53,26,30.12,30.02,29.87,10,10,10,30,6,37,0.00,2,,226<br />
2005-3-17,50,42,33,25,21,14,72,46,31,29.90,29.85,29.79,10,10,10,23,10,28,0.00,7,Rain,233<br />
2005-3-18,53,40,26,29,24,20,89,59,27,29.87,29.78,29.69,10,10,10,17,5,23,0.00,3,,234<br />
2005-3-19,50,40,30,37,31,25,96,78,44,29.76,29.72,29.68,10,8,1,20,8,34,0.31,8,Rain-Snow,202<br />
2005-3-20,45,38,30,33,30,25,96,77,46,29.99,29.86,29.73,10,10,2,18,8,31,0.02,5,Rain,226<br />
2005-3-21,46,38,30,30,26,23,89,63,41,30.09,30.03,29.92,10,10,10,14,7,20,0.00,5,,255<br />
2005-3-22,46,40,33,37,33,27,93,80,53,29.91,29.65,29.42,10,9,2,25,7,30,0.27,8,Rain,173<br />
2005-3-23,41,37,33,36,33,32,100,92,76,29.78,29.56,29.41,10,7,1,18,9,22,0.30,8,Rain-Snow,224<br />
2005-3-24,39,34,28,32,29,24,92,77,58,30.01,29.90,29.79,10,8,1,16,8,,0.00,6,Snow,245<br />
2005-3-25,39,32,25,26,22,17,89,66,40,30.25,30.11,30.02,10,10,10,16,7,21,0.00,3,,270<br />
2005-3-26,48,34,21,30,23,19,92,64,34,30.34,30.27,30.16,10,10,8,12,3,,0.00,2,,245<br />
2005-3-27,62,46,30,31,29,26,89,52,31,30.12,29.85,29.56,10,10,10,26,7,37,0.00,1,,185<br />
2005-3-28,46,37,28,36,31,25,93,75,46,29.86,29.69,29.52,10,8,2,25,11,32,0.29,6,Rain-Snow,248<br />
2005-3-29,41,34,26,35,29,24,100,86,62,30.05,29.84,29.75,10,5,0,25,9,34,0.08,7,Fog-Snow,236<br />
2005-3-30,37,32,26,22,19,13,81,60,44,30.46,30.26,30.07,10,10,10,18,7,23,0.00,3,,286<br />
2005-3-31,46,34,21,24,19,15,88,58,31,30.60,30.52,30.46,10,10,10,9,4,,0.00,0,,109<br />
2005-4-1,62,44,27,32,25,17,81,52,18,30.42,30.23,30.07,10,10,10,9,6,16,0.00,0,,346<br />
2005-4-2,63,50,36,33,27,18,82,50,19,30.06,29.90,29.73,10,10,10,15,5,18,0.00,1,,248<br />
2005-4-3,57,47,37,37,31,25,87,61,28,29.73,29.68,29.60,10,10,8,21,5,25,0.02,3,Rain,231<br />
2005-4-4,44,37,28,32,26,21,82,65,42,30.24,29.92,29.65,10,9,2,22,11,31,0.00,5,Snow,264<br />
